"id","sentiment","header","desc","date","author","text"
2748,2,"Putin Plans Trip to China, Another Russian Leader to Visit North Korea.","The visits reflect Moscow’s ongoing efforts to strengthen ties with Asian allies, given its isolation from the West.",2023-07-25,"Gaya Gupta and Neil MacFarquhar","Putin Plans Trip to China, Another Russian Leader to Visit North Korea. The visits reflect Moscow’s ongoing efforts to strengthen ties with Asian allies, given its isolation from the West."
2749,-3,"Ukraine Launches Rare Missile Strikes in Russia, Moscow Says.","Kyiv did not take responsibility for the attacks, which could be a bid to broaden a war that has mostly rained ruin and death on Ukraine.",2023-07-28,"Marc Santora and Anton Troianovski","Ukraine Launches Rare Missile Strikes in Russia, Moscow Says. Kyiv did not take responsibility for the attacks, which could be a bid to broaden a war that has mostly rained ruin and death on Ukraine."
2750,1,"With Slow Advance, Ukraine Aims for Better Shot at Russian Targets.","Ukraine is hoping that mile-by-mile gains could bring its weapons closer to Russian supply lines, if its forces can overcome Russia’s heavy defense.",2023-07-28,"Marc Santora","With Slow Advance, Ukraine Aims for Better Shot at Russian Targets. Ukraine is hoping that mile-by-mile gains could bring its weapons closer to Russian supply lines, if its forces can overcome Russia’s heavy defense."
2751,1,"Ukraine’s Stepped-Up Assault Grinds Forward, but Scale Is Unclear.","Kyiv has intensified its counteroffensive against the Russian invasion, but has kept things murky on the size of the assault, the casualties and what forces it still has in reserve.",2023-07-27,"Marc Santora and Richard Pérez-Pena","Ukraine’s Stepped-Up Assault Grinds Forward, but Scale Is Unclear. Kyiv has intensified its counteroffensive against the Russian invasion, but has kept things murky on the size of the assault, the casualties and what forces it still has in reserve."
2752,-2,"Russia says it intercepted a drone near Moscow, blaming Ukraine.","Russia said it had foiled the attack, the second such incident in the capital region in less than a week.",2023-07-28,"Victoria Kim","Russia says it intercepted a drone near Moscow, blaming Ukraine. Russia said it had foiled the attack, the second such incident in the capital region in less than a week."
2753,3,"Two Ukrainian Service Members Take a Break to Say ‘I Do’.","Their wedding was hosted by a charity group that provides uniforms, boots and other essentials to female soldiers, but because of demand recently started to organize such celebrations.",2023-07-28,"Cassandra Vinograd","Two Ukrainian Service Members Take a Break to Say ‘I Do’. Their wedding was hosted by a charity group that provides uniforms, boots and other essentials to female soldiers, but because of demand recently started to organize such celebrations."
2754,-2,"What Russia Sees: In Crimea, ‘Everyone Is Having Fun’.","Since Russia invaded Ukraine last year, Russian government officials and state television have hammered home the message that everything is fine.",2023-07-27,"Alan Yuhas","What Russia Sees: In Crimea, ‘Everyone Is Having Fun’. Since Russia invaded Ukraine last year, Russian government officials and state television have hammered home the message that everything is fine."
2755,-2,"Europe Vowed to Make Russia Pay for the War. It’s Not That Easy.","Confiscating Russian state assets frozen by the United States and Europe could breach international law and set a dangerous precedent, experts say.",2023-07-28,"Monika Pronczuk and Eshe Nelson","Europe Vowed to Make Russia Pay for the War. It’s Not That Easy. Confiscating Russian state assets frozen by the United States and Europe could breach international law and set a dangerous precedent, experts say."
2756,1,"Wooing African Nations, Putin Casts West as a Common Foe.","At a summit in St. Petersburg, Russia, President Vladimir V. Putin offered free grain as he sought to shore up ties with the continent. But lower-than-hoped-for attendance among African leaders hinted at tempering support.",2023-07-27,"Anton Troianovski, Declan Walsh and Lynsey Chutel","Wooing African Nations, Putin Casts West as a Common Foe. At a summit in St. Petersburg, Russia, President Vladimir V. Putin offered free grain as he sought to shore up ties with the continent. But lower-than-hoped-for attendance among African leaders hinted at tempering support."
2757,1,"Ukraine aims to drive a wedge through Russian-occupied territory in the south.","",2023-07-27,"Marc Santora","Ukraine aims to drive a wedge through Russian-occupied territory in the south. "
2758,1,"Ukraine reclaims a southern village, but a brutal fight still lies ahead.","",2023-07-28,"Marc Santora","Ukraine reclaims a southern village, but a brutal fight still lies ahead. "
2759,2,"Amid the Counterattack’s Deadly Slog, a Glimmer of Success for Ukraine.","Recapturing the village of Staromaiorske was such welcome news for the country that President Volodymyr Zelensky announced it himself. But formidable Russian defenses have stymied progress elsewhere.",2023-07-30,"Carlotta Gall","Amid the Counterattack’s Deadly Slog, a Glimmer of Success for Ukraine. Recapturing the village of Staromaiorske was such welcome news for the country that President Volodymyr Zelensky announced it himself. But formidable Russian defenses have stymied progress elsewhere."
2760,-4,"Russia Strikes Another Grain Terminal, Extending a Campaign Against Ukraine’s Ports.","In St. Petersburg, President Vladimir V. Putin rejected calls for reviving a Black Sea grain deal or for ending fighting.",2023-07-29,"Marc Santora and Victoria Kim","Russia Strikes Another Grain Terminal, Extending a Campaign Against Ukraine’s Ports. In St. Petersburg, President Vladimir V. Putin rejected calls for reviving a Black Sea grain deal or for ending fighting."
2761,-3,"Russia Says 2 Drones Hit Buildings in Moscow in Latest Wave of Attacks.","The strike was the third in the past week in Moscow, a sign of how no city in Russia or Ukraine appears to be safe from the war. Russia blamed Ukraine, which has yet to comment.",2023-07-30,"Andrés R. Martínez and Anton Troianovski","Russia Says 2 Drones Hit Buildings in Moscow in Latest Wave of Attacks. The strike was the third in the past week in Moscow, a sign of how no city in Russia or Ukraine appears to be safe from the war. Russia blamed Ukraine, which has yet to comment."
2762,-4,"‘We Can Never Forgive This’: In Odesa, Attacks Stoke Hatred of Russia.","President Vladimir V. Putin of Russia views Odesa as a culturally important part of his nation. But many in the Ukrainian city reject the connection and view the country that has been attacking it with loathing.",2023-07-29,"Valerie Hopkins and Emile Ducke","‘We Can Never Forgive This’: In Odesa, Attacks Stoke Hatred of Russia. President Vladimir V. Putin of Russia views Odesa as a culturally important part of his nation. But many in the Ukrainian city reject the connection and view the country that has been attacking it with loathing."
2763,-1,"A Spending Boom Fuels Russia’s Wartime Economy, Raising Bubble Fears.","The economic strength has helped to maintain popular support for Vladimir Putin’s war, but some have warned the state-led spending is threatening the country’s financial stability.",2023-07-31,"Anatoly Kurmanaev","A Spending Boom Fuels Russia’s Wartime Economy, Raising Bubble Fears. The economic strength has helped to maintain popular support for Vladimir Putin’s war, but some have warned the state-led spending is threatening the country’s financial stability."
2764,-4,"Putin’s Crackdown Leaves Transgender Russians Bracing for Worse.","A new law underscores how Vladimir V. Putin is increasingly using the war in Ukraine as justification for greater restrictions on L.G.B.T.Q. life, portraying it as a consequence of deviant Western values.",2023-08-01,"Neil MacFarquhar and Georgy Birger","Putin’s Crackdown Leaves Transgender Russians Bracing for Worse. A new law underscores how Vladimir V. Putin is increasingly using the war in Ukraine as justification for greater restrictions on L.G.B.T.Q. life, portraying it as a consequence of deviant Western values."
2765,-3,"Extensive Minefields Impede Ukraine’s Counteroffensive, Military Analysts Say.","Russia has been using antitank weaponry against the Ukrainian forces’ mine clearing vehicles, an analyst said.",2023-07-31,"Matthew Mpoke Bigg","Extensive Minefields Impede Ukraine’s Counteroffensive, Military Analysts Say. Russia has been using antitank weaponry against the Ukrainian forces’ mine clearing vehicles, an analyst said."
2766,2,"Ukraine’s Attacks in Russia Aimed at Degrading Moscow’s Ability to Wage War.","The stepped-up drone and missile attacks show a will to hamper the Kremlin’s military logistics, and to remind ordinary Russians of the cost of war.",2023-07-31,"Marc Santora and Ivan Nechepurenko","Ukraine’s Attacks in Russia Aimed at Degrading Moscow’s Ability to Wage War. The stepped-up drone and missile attacks show a will to hamper the Kremlin’s military logistics, and to remind ordinary Russians of the cost of war."
2767,-3,"Danube Ports, a Lifeline for Ukraine, Come Under Russian Threat.","Since the collapse of the Black Sea grain deal two weeks ago, small ports on the Danube River are the only shipping outlet for millions of tons of grain.",2023-08-01,"Marc Santora","Danube Ports, a Lifeline for Ukraine, Come Under Russian Threat. Since the collapse of the Black Sea grain deal two weeks ago, small ports on the Danube River are the only shipping outlet for millions of tons of grain."
2768,1,"Ukraine’s Other Counteroffensive: Drone Attacks on Russian Soil.","Officials in Ukraine rarely discuss attacks on targets inside Russia, including Moscow. But video evidence shows an increasing effort to launch long-range strikes inside the country.",2023-07-31,"Christiaan Triebert, Haley Willis, Yelyzaveta Kovtun and Alexander Cardia","Ukraine’s Other Counteroffensive: Drone Attacks on Russian Soil. Officials in Ukraine rarely discuss attacks on targets inside Russia, including Moscow. But video evidence shows an increasing effort to launch long-range strikes inside the country."
2769,-2,"Under Fire and Understaffed: The Fight to Save Ukraine’s Wounded.","Positioned close to the front lines, temporary medical posts are a critical lifeline for the constant inflow of soldiers hurt in the counteroffensive.",2023-08-02,"Carlotta Gall, Oleksandr Chubko and Emile Ducke","Under Fire and Understaffed: The Fight to Save Ukraine’s Wounded. Positioned close to the front lines, temporary medical posts are a critical lifeline for the constant inflow of soldiers hurt in the counteroffensive."
2770,2,"Saudi Arabia Will Host Talks About Ukraine’s Peace Plan, Diplomats Say.","Envoys from nations including the United States, Brazil, China and India have been invited, but it was not clear who would attend, the diplomats said.",2023-07-31,"Vivian Nereim","Saudi Arabia Will Host Talks About Ukraine’s Peace Plan, Diplomats Say. Envoys from nations including the United States, Brazil, China and India have been invited, but it was not clear who would attend, the diplomats said."
2771,2,"Ukraine is moving to export grain through Croatia’s ports.","",2023-07-31,"Anushka Patil","Ukraine is moving to export grain through Croatia’s ports. "
2772,-3,"A Drone Strike in Moscow and a Message: Russia Is Not Safe.","The same building housing Russian government offices was hit twice within 48 hours.",2023-08-01,"Ivan Nechepurenko, Alina Lobzina and Victoria Kim","A Drone Strike in Moscow and a Message: Russia Is Not Safe. The same building housing Russian government offices was hit twice within 48 hours."
2773,-2,"Pastor or Traitor? Ukrainians Shun a Church Seen as a Kremlin Tool.","The village parishioners’ decision to oust their priest reflects a broader push within Ukraine to reduce the influence of an Orthodox church that answers to Moscow.",2023-08-03,"Matthew Mpoke Bigg and Yurii Shyvala","Pastor or Traitor? Ukrainians Shun a Church Seen as a Kremlin Tool. The village parishioners’ decision to oust their priest reflects a broader push within Ukraine to reduce the influence of an Orthodox church that answers to Moscow."
2774,-3,"As Russia Strikes Ports, Ukraine’s Farmers Scramble to Keep Exporting.","Their grain and sunflower oil once helped feed the world. Now, even their backup routes to the international market have become targets.",2023-08-02,"Valerie Hopkins","As Russia Strikes Ports, Ukraine’s Farmers Scramble to Keep Exporting. Their grain and sunflower oil once helped feed the world. Now, even their backup routes to the international market have become targets."
2775,-3,"Russian drones strike a Danube River port, damaging Ukrainian grain awaiting export, officials say.","",2023-08-02,"Victoria Kim","Russian drones strike a Danube River port, damaging Ukrainian grain awaiting export, officials say. "
2776,3,"Danube River ports have become crucial for Ukrainian exports.","",2023-08-02,"Marc Santora","Danube River ports have become crucial for Ukrainian exports. "
2777,-1,"Conflict Erupts Among Russia’s Pro-War Bloggers.","A new tone has set in among the uninhibited military bloggers, whose support for the invasion has given them unusual powers to speak out.",2023-08-03,"Valeriya Safronova","Conflict Erupts Among Russia’s Pro-War Bloggers. A new tone has set in among the uninhibited military bloggers, whose support for the invasion has given them unusual powers to speak out."
2778,-3,"Ukraine Says Russia Targeted Kyiv With Overnight Drone Attacks.","Moscow launched at least 10 drones at the city, with an administrative building among those damaged by debris from interceptions, local officials said.",2023-08-02,"Matthew Mpoke Bigg","Ukraine Says Russia Targeted Kyiv With Overnight Drone Attacks. Moscow launched at least 10 drones at the city, with an administrative building among those damaged by debris from interceptions, local officials said."
2779,2,"Ukraine looks to boost ammunition production.","",2023-08-02,"Lara Jakes","Ukraine looks to boost ammunition production. "
2780,2,"Battlefield Update: Ukraine says it has reclaimed ground south of Bakhmut amid heavy fighting.","",2023-08-02,"Matthew Mpoke Bigg","Battlefield Update: Ukraine says it has reclaimed ground south of Bakhmut amid heavy fighting. "
2781,1,"Putin Speaks With Erdogan for 1st Time Since Russia Canceled Grain Deal.","The Turkish president urged a resumption of the agreement that allowed Ukraine to ship grain through the Black Sea, and called on both Russia and Ukraine not to escalate tensions.",2023-08-02,"Safak Timur, Ivan Nechepurenko and Matthew Mpoke Bigg","Putin Speaks With Erdogan for 1st Time Since Russia Canceled Grain Deal. The Turkish president urged a resumption of the agreement that allowed Ukraine to ship grain through the Black Sea, and called on both Russia and Ukraine not to escalate tensions."
2782,-2,"‘Who do you work for?’: Military bloggers seethe over posts on attacks inside Russia.","",2023-08-03,"Valeriya Safronova","‘Who do you work for?’: Military bloggers seethe over posts on attacks inside Russia. "
2783,1,"Man of the People? Jolted by a Mutiny, Putin Works the Crowds.","His contained interactions with crowds this summer are a noticeable change for the Russian leader, who disdains retail politics and operated in extreme seclusion during the pandemic.",2023-08-05,"Paul Sonne","Man of the People? Jolted by a Mutiny, Putin Works the Crowds. His contained interactions with crowds this summer are a noticeable change for the Russian leader, who disdains retail politics and operated in extreme seclusion during the pandemic."
2784,-2,"Battle at Sea Intensifies as Ukraine Drone Hits 2nd Russian Ship in 2 Days.","In addition to the strike on an oil tanker, Ukraine issued a warning that commercial ships using any of six Russian Black Sea ports would be considered military targets.",2023-08-05,"Marc Santora and Christiaan Triebert","Battle at Sea Intensifies as Ukraine Drone Hits 2nd Russian Ship in 2 Days. In addition to the strike on an oil tanker, Ukraine issued a warning that commercial ships using any of six Russian Black Sea ports would be considered military targets."
2785,3,"Ukraine Hits a Distant Russian Ship, Showing Reach of Naval Drones.","The attack damaged the warship hundreds of miles from Ukrainian-held territory, as Kyiv increasingly tries to bring the war home to Russia.",2023-08-04,"Marc Santora and Christiaan Triebert","Ukraine Hits a Distant Russian Ship, Showing Reach of Naval Drones. The attack damaged the warship hundreds of miles from Ukrainian-held territory, as Kyiv increasingly tries to bring the war home to Russia."
2786,3,"‘It’s Crazy’: The Scramble for Ancient Treasures After Ukraine’s Dam Disaster.","After the Kakhovka dam was blown up in June, the reservoir above it quickly drained, revealing a bonanza of artifacts that has electrified Ukrainian archaeologists.",2023-08-04,"Jeffrey Gettleman and Finbarr O’Reilly","‘It’s Crazy’: The Scramble for Ancient Treasures After Ukraine’s Dam Disaster. After the Kakhovka dam was blown up in June, the reservoir above it quickly drained, revealing a bonanza of artifacts that has electrified Ukrainian archaeologists."
2787,3,"Ukraine Starts New Diplomatic Push to Weaken Russia.","Some 40 countries that have largely remained on the sidelines of the war were invited to talks on Saturday in Saudi Arabia, as Ukraine redoubles international efforts to isolate Moscow.",2023-08-05,"Marc Santora, Vivian Nereim and David Pierson","Ukraine Starts New Diplomatic Push to Weaken Russia. Some 40 countries that have largely remained on the sidelines of the war were invited to talks on Saturday in Saudi Arabia, as Ukraine redoubles international efforts to isolate Moscow."
2788,-3,"Ukrainians Dismayed as Pope Declines to Condemn Russia at World Youth Day.","“It’s not enough just to listen — he has to do something,” said Dmytro Bohak, one of about 500 young Ukrainian pilgrims who attended the event and staged a demonstration.",2023-08-05,"Jason Horowitz","Ukrainians Dismayed as Pope Declines to Condemn Russia at World Youth Day. “It’s not enough just to listen — he has to do something,” said Dmytro Bohak, one of about 500 young Ukrainian pilgrims who attended the event and staged a demonstration."
2789,-1,"What to Know About Novorossiysk, the Russian Port Attacked by Ukraine.","The seaport is one of Russia’s largest by volume and among the biggest in Europe, crucial to the export of Russian grain, oil, and other products to countries around the world.",2023-08-04,"Paul Sonne","What to Know About Novorossiysk, the Russian Port Attacked by Ukraine. The seaport is one of Russia’s largest by volume and among the biggest in Europe, crucial to the export of Russian grain, oil, and other products to countries around the world."
2790,0,"Ukraine has been targeting Russia’s Black Sea Fleet since the early days of the war.","",2023-08-04,"Marc Santora","Ukraine has been targeting Russia’s Black Sea Fleet since the early days of the war. "
2791,2,"Ukraine’s military has been expanding its fleet of maritime drones.","",2023-08-04,"Marc Santora and Christiaan Triebert","Ukraine’s military has been expanding its fleet of maritime drones. "
2792,0,"The Ukrainian army has set aside U.S. fighting methods and reverted to familiar tactics.","",2023-08-04,"Eric Schmitt and Helene Cooper","The Ukrainian army has set aside U.S. fighting methods and reverted to familiar tactics. "
2793,1,"‘It’s Not a Sprint,’ Ukraine’s Marines Insist. ‘It’s a Marathon.’.","Journalists from The Times spent two weeks with troops from brigades trained and supplied by NATO to get their take on how, and where, the counteroffensive is going.",2023-08-07,"Carlotta Gall, Oleksandr Chubko and Diego Ibarra Sanchez","‘It’s Not a Sprint,’ Ukraine’s Marines Insist. ‘It’s a Marathon.’. Journalists from The Times spent two weeks with troops from brigades trained and supplied by NATO to get their take on how, and where, the counteroffensive is going."
2794,1,"Ukraine Strikes 2 Bridges Connected to Russian-Occupied Crimea.","Ukraine has grown bolder, firing drones at Moscow, while Russian forces have turned to regular attacks on the Black Sea, a crucial economic lifeline.",2023-08-06,"Matthew Mpoke Bigg, Vivek Shankar and Anushka Patil","Ukraine Strikes 2 Bridges Connected to Russian-Occupied Crimea. Ukraine has grown bolder, firing drones at Moscow, while Russian forces have turned to regular attacks on the Black Sea, a crucial economic lifeline."
2795,-4,"Ukraine Says Russian Missiles Struck Town of Pokrovsk, Killing 5.","The strikes hit the center of the small city in eastern Ukraine twice within 40 minutes, officials said. At least 31 people were injured.",2023-08-07,"Anushka Patil","Ukraine Says Russian Missiles Struck Town of Pokrovsk, Killing 5. The strikes hit the center of the small city in eastern Ukraine twice within 40 minutes, officials said. At least 31 people were injured."
2796,2,"Ukraine Replaces Soviet Emblem on Kyiv’s Motherland Monument.","The Motherland Monument — a 335-foot-tall stainless steel behemoth towering over Ukraine’s capital — was unveiled in 1981 and designed to assert Soviet invincibility.",2023-08-07,"Cassandra Vinograd and Sarah Eckinger","Ukraine Replaces Soviet Emblem on Kyiv’s Motherland Monument. The Motherland Monument — a 335-foot-tall stainless steel behemoth towering over Ukraine’s capital — was unveiled in 1981 and designed to assert Soviet invincibility."
2797,-3,"Putin’s Forever War.","Vladimir Putin wants to lead Russians into a civilizational conflict with the West far larger than Ukraine. Will they follow him?",2023-08-06,"Roger Cohen and Nanna Heitmann","Putin’s Forever War. Vladimir Putin wants to lead Russians into a civilizational conflict with the West far larger than Ukraine. Will they follow him?"
2798,1,"Ukraine confirms strikes on bridges into Russian-occupied Crimea.","",2023-08-07,"Vivek Shankar, Anushka Patil and Christiaan Triebert","Ukraine confirms strikes on bridges into Russian-occupied Crimea. "
2799,2,"Foreign Ministers of China and Russia Confer After Jeddah Talks.","China underscored its desire to “actively promote” efforts to end the war in Ukraine “on any multilateral occasion.”",2023-08-07,"Paul Sonne","Foreign Ministers of China and Russia Confer After Jeddah Talks. China underscored its desire to “actively promote” efforts to end the war in Ukraine “on any multilateral occasion.”"
2800,-3,"Ukrainian doctors near the front lines are understaffed and under fire.","",2023-08-07,"Carlotta Gall, Oleksandr Chubko and Emile Ducke","Ukrainian doctors near the front lines are understaffed and under fire. "
2801,3,"Saudi talks give Ukraine a direct line to nations with ties to Russia.","Officials from more than 40 nations gathered to discuss an end to the war.",2023-08-07,"Vivek Shankar","Saudi talks give Ukraine a direct line to nations with ties to Russia. Officials from more than 40 nations gathered to discuss an end to the war."
2802,-2,"The agency also accused the woman of working to locate Ukrainian ammunition store points.","",2023-08-07,"Cassandra Vinograd","The agency also accused the woman of working to locate Ukrainian ammunition store points. "
2803,-1,"Turbulent Waters: How the Black Sea Became a Hot Spot in the War.","The Black Sea, a largely overlooked part of the war in Ukraine, is suddenly a cauldron of military and geopolitical tensions. The region is deeply important to Moscow, Ukraine and the West.",2023-08-08,"Marc Santora and Steven Erlanger","Turbulent Waters: How the Black Sea Became a Hot Spot in the War. The Black Sea, a largely overlooked part of the war in Ukraine, is suddenly a cauldron of military and geopolitical tensions. The region is deeply important to Moscow, Ukraine and the West."
2804,-5,"A Missile Strikes the Heart of a Ukrainian City — and Then Another.","Ukrainians say the explosions 37 minutes apart in Pokrovsk, which killed at least nine people and injured 82 others, were a “double tap” intended to kill rescuers responding to the first strike.",2023-08-08,"Gaëlle Girbes and Marc Santora","A Missile Strikes the Heart of a Ukrainian City — and Then Another. Ukrainians say the explosions 37 minutes apart in Pokrovsk, which killed at least nine people and injured 82 others, were a “double tap” intended to kill rescuers responding to the first strike."
2805,-3,"After Russian Attack in Ukraine, Broken Glass and Rattled Nerves in Romania.","A drone assault on a Danube River port sent shock waves — both the physical and the psychological kind — into villages just across the water that are in NATO territory.",2023-08-09,"Andrew Higgins","After Russian Attack in Ukraine, Broken Glass and Rattled Nerves in Romania. A drone assault on a Danube River port sent shock waves — both the physical and the psychological kind — into villages just across the water that are in NATO territory."
2806,-2,"U.K. Sanctions Target Foreign Suppliers for Russia’s Military.","New measures announced Tuesday will affect businesses in Turkey, Dubai and Iran, as well as individuals that Britain says have supplied weaponry or components needed to sustain Russia’s war in Ukraine.",2023-08-08,"Stephen Castle","U.K. Sanctions Target Foreign Suppliers for Russia’s Military. New measures announced Tuesday will affect businesses in Turkey, Dubai and Iran, as well as individuals that Britain says have supplied weaponry or components needed to sustain Russia’s war in Ukraine."
2807,-3,"Explosion Rocks Russian Military Optics Plant Near Moscow.","Russian officials said one person was killed and dozens were injured in the blast. The warehouse is on the grounds of a plant that has produced night vision devices and binoculars, according to local news media.",2023-08-09,"Marc Santora and Valeriya Safronova","Explosion Rocks Russian Military Optics Plant Near Moscow. Russian officials said one person was killed and dozens were injured in the blast. The warehouse is on the grounds of a plant that has produced night vision devices and binoculars, according to local news media."
2808,-5,"A Russian missile hits a bedroom community in the city of Zaporizhzhia, killing 3.","Officials said nine people were injured, a church building and several local shops were destroyed, and the windows were blown out of several high-rise buildings.",2023-08-09,"Anushka Patil","A Russian missile hits a bedroom community in the city of Zaporizhzhia, killing 3. Officials said nine people were injured, a church building and several local shops were destroyed, and the windows were blown out of several high-rise buildings."
2809,-2,"An Oil-Rich Ally Tests Its Relationship With the U.S.","The United Arab Emirates, which has translated its wealth into outsize global influence, is diverging from U.S. foreign policy — particularly when it comes to isolating Russia and limiting ties with China.",2023-08-08,"Vivian Nereim","An Oil-Rich Ally Tests Its Relationship With the U.S. The United Arab Emirates, which has translated its wealth into outsize global influence, is diverging from U.S. foreign policy — particularly when it comes to isolating Russia and limiting ties with China."
2810,-3,"A Ukrainian official warns of ‘an escalation’ in airstrikes this fall.","",2023-08-08,"Anushka Patil","A Ukrainian official warns of ‘an escalation’ in airstrikes this fall. "
2811,-3,"Ukrainians are shunning a church that is seen as a Kremlin tool.","",2023-08-08,"Matthew Mpoke Bigg and Yurii Shyvala","Ukrainians are shunning a church that is seen as a Kremlin tool. "
2812,-3,"Russia Destroys Drones Near Moscow, as Attacks Far From the Front Line Intensify.","It was the 12th time in the past three weeks that Russian officials had reported intercepting such aerial attacks in the heart of the capital.",2023-08-09,"Enjoli Liston, Valeriya Safronova and Paul Sonne","Russia Destroys Drones Near Moscow, as Attacks Far From the Front Line Intensify. It was the 12th time in the past three weeks that Russian officials had reported intercepting such aerial attacks in the heart of the capital."
2813,-3,"Ukraine Fires Top Military Enlistment Officers After Bribery Scandal.","President Volodymyr Zelensky said he was removing all 24 regional recruitment chiefs, as corrupt draft evasion schemes put the confidence of the public and Ukraine’s Western backers at risk.",2023-08-11,"Marc Santora","Ukraine Fires Top Military Enlistment Officers After Bribery Scandal. President Volodymyr Zelensky said he was removing all 24 regional recruitment chiefs, as corrupt draft evasion schemes put the confidence of the public and Ukraine’s Western backers at risk."
2814,-2,"She Once Ran Against Putin. Her Advice Now: Resistance Is Futile.","Ksenia Sobchak, one of the best known media figures still in Russia, says her fatalistic stance just reflects a grim reality. Some liberals call her a Kremlin stooge, while hawks see her as disloyal.",2023-08-11,"Anton Troianovski","She Once Ran Against Putin. Her Advice Now: Resistance Is Futile. Ksenia Sobchak, one of the best known media figures still in Russia, says her fatalistic stance just reflects a grim reality. Some liberals call her a Kremlin stooge, while hawks see her as disloyal."
2815,-4,"They Endured One Russian Occupation. Now, They Fear a Second.","The torture rooms in the battered Ukrainian city of Kupiansk have been empty for months. But Moscow’s advancing forces are just five miles away.",2023-08-11,"Valerie Hopkins and Emile Ducke","They Endured One Russian Occupation. Now, They Fear a Second. The torture rooms in the battered Ukrainian city of Kupiansk have been empty for months. But Moscow’s advancing forces are just five miles away."
2816,-1,"Ukraine offers civilian corridors through the Black Sea, but says the threat from Russia remains.","",2023-08-10,"Marc Santora","Ukraine offers civilian corridors through the Black Sea, but says the threat from Russia remains. "
2817,-3,"Ukraine orders evacuations from an area of fierce fighting in the northeast.","",2023-08-10,"Marc Santora","Ukraine orders evacuations from an area of fierce fighting in the northeast. "
2818,-2,"A Drone’s View Behind Russian Lines: Cratered Fields and Charred Armor.","A Ukrainian unit sent a drone into Russian-occupied territory to surveil the battlefront, and it brought back vivid images of the Russian side of the war zone.",2023-08-10,"Carlotta Gall and Diego Ibarra Sanchez","A Drone’s View Behind Russian Lines: Cratered Fields and Charred Armor. A Ukrainian unit sent a drone into Russian-occupied territory to surveil the battlefront, and it brought back vivid images of the Russian side of the war zone."
2819,-3,"Ukraine Says Debris From Downed Missile Fell on Grounds of Kyiv Hospital.","The Ukrainian Air Force said that three other missiles were aimed at military airfields in the western part of the country.",2023-08-11,"Marc Santora","Ukraine Says Debris From Downed Missile Fell on Grounds of Kyiv Hospital. The Ukrainian Air Force said that three other missiles were aimed at military airfields in the western part of the country."
2820,3,"In Rare Move, Russian Tech Tycoon Condemns War in Ukraine.","Arkady Volozh is only the second sanctioned Russian businessman to take an unequivocal public position against the invasion.",2023-08-10,"Anatoly Kurmanaev","In Rare Move, Russian Tech Tycoon Condemns War in Ukraine. Arkady Volozh is only the second sanctioned Russian businessman to take an unequivocal public position against the invasion."
2821,-4,"A grim task: Identifying dead Ukrainian soldiers and sending them home.","",2023-08-11,"Finbarr O’Reilly","A grim task: Identifying dead Ukrainian soldiers and sending them home. "
2822,3,"Russia reports that its economy has returned to growth.","",2023-08-11,"Valeriya Safronova","Russia reports that its economy has returned to growth. "
2823,1,"Would F-16s Have Made the Difference in Ukraine’s Counteroffensive?.","Most military experts doubt that they would have, and say that Kyiv can still prevail without them.",2023-08-13,"Lara Jakes","Would F-16s Have Made the Difference in Ukraine’s Counteroffensive?. Most military experts doubt that they would have, and say that Kyiv can still prevail without them."
2824,-2,"Zelensky Called Him a Criminal. Now Ukraine Calls Him for Guns and Ammo.","In its hunt for weapons, Ukraine has rolled back anticorruption rules and turned to people once seen as relics of an anything-goes era.",2023-08-12,"Justin Scheck and Thomas Gibbons-Neff","Zelensky Called Him a Criminal. Now Ukraine Calls Him for Guns and Ammo. In its hunt for weapons, Ukraine has rolled back anticorruption rules and turned to people once seen as relics of an anything-goes era."
2825,3,"Ukraine Makes ‘Tactically Significant’ Progress in Its Counteroffensive.","Troops advanced several miles along two main lines of attack in Kyiv’s drive to reach the southern coast and sever Russian supply lines, while explosions echoed at the vital Kerch Strait Bridge.",2023-08-12,"Marc Santora","Ukraine Makes ‘Tactically Significant’ Progress in Its Counteroffensive. Troops advanced several miles along two main lines of attack in Kyiv’s drive to reach the southern coast and sever Russian supply lines, while explosions echoed at the vital Kerch Strait Bridge."
2826,-5,"Russian Strikes Kill 7 in Ukrainian Region Under Ceaseless Shelling.","Ukrainian officials said two children and their parents were among the dead after the attacks on Sunday.",2023-08-13,"Cassandra Vinograd","Russian Strikes Kill 7 in Ukrainian Region Under Ceaseless Shelling. Ukrainian officials said two children and their parents were among the dead after the attacks on Sunday."
2827,-4,"‘We Are Not Human to Them’: Life for Convicts in Russia’s Army.","In an account provided to The Times, a Russian soldier describes his commanders’ casual disregard for the lives of inmates like him, and how they are pressured to re-enlist.",2023-08-14,"Anatoly Kurmanaev and Ekaterina Bodyagina","‘We Are Not Human to Them’: Life for Convicts in Russia’s Army. In an account provided to The Times, a Russian soldier describes his commanders’ casual disregard for the lives of inmates like him, and how they are pressured to re-enlist."
2828,2,"Zelensky visits troops for ‘frank’ talks about Ukraine’s counteroffensive.","",2023-08-14,"Anushka Patil","Zelensky visits troops for ‘frank’ talks about Ukraine’s counteroffensive. "
